neuron_1,neuron_2,neuron_3,neuron_4
0.00,0.34,0.00,0.34
0.00,0.34,0.00,0.34
0.00,0.34,0.00,0.34
0.00,0.34,0.00,0.34
0.00,0.33,0.00,0.33
0.00,0.33,0.00,0.33
0.00,0.33,0.00,0.33
0.00,0.33,0.00,0.33
0.00,0.33,0.00,0.33
0.00,0.33,0.00,0.33
0.00,0.33,0.00,0.33
0.00,0.33,0.00,0.33
0.00,0.33,0.00,0.33
0.00,0.33,0.00,0.33
0.00,0.33,0.00,0.33
0.00,0.32,0.00,0.32
0.00,0.32,0.00,0.32
0.00,0.32,0.00,0.32
0.00,0.32,0.00,0.32
0.00,0.32,0.00,0.32
0.00,0.32,0.00,0.32
0.00,0.32,0.00,0.32
0.00,0.32,0.00,0.32
0.00,0.32,0.00,0.32
0.00,0.32,0.00,0.32
0.00,0.32,0.00,0.32
0.00,0.32,0.00,0.32
0.00,0.32,0.00,0.32
0.00,0.32,0.00,0.32
0.00,0.31,0.00,0.31
0.00,0.31,0.00,0.31
0.00,0.31,0.00,0.31
0.00,0.31,0.00,0.31
0.00,0.31,0.00,0.31
0.00,0.31,0.00,0.31
0.00,0.31,0.00,0.31
0.00,0.31,0.00,0.31
0.00,0.31,0.00,0.31
0.00,0.31,0.00,0.31
0.00,0.31,0.00,0.31
0.00,0.31,0.00,0.31
0.00,0.31,0.00,0.31
0.00,0.31,0.00,0.31
0.00,0.31,0.00,0.31
0.00,0.31,0.00,0.31
0.00,0.31,0.00,0.31
0.00,0.31,0.00,0.31
0.00,0.31,0.00,0.31
0.00,0.31,0.00,0.31
0.00,0.30,0.00,0.30
0.00,0.30,0.00,0.30
0.00,0.30,0.00,0.30
0.00,0.30,0.00,0.30
0.00,0.30,0.00,0.30
0.00,0.30,0.00,0.30
0.00,0.30,0.00,0.30
0.00,0.30,0.00,0.30
0.00,0.30,0.00,0.30
0.00,0.30,0.00,0.30
0.00,0.30,0.00,0.30
0.00,0.30,0.00,0.30
0.00,0.30,0.00,0.30
0.00,0.30,0.00,0.30
0.00,0.30,0.00,0.30
0.00,0.30,0.00,0.30
0.00,0.30,0.00,0.30
0.00,0.30,0.00,0.30
0.00,0.30,0.00,0.30
0.00,0.30,0.00,0.30
0.00,0.30,0.00,0.30
0.00,0.30,0.00,0.30
0.00,0.30,0.00,0.30
0.00,0.30,0.00,0.30
0.00,0.30,0.00,0.30
0.00,0.30,0.00,0.30
0.00,0.30,0.00,0.30
0.00,0.30,0.00,0.30
0.00,0.30,0.00,0.30
0.00,0.30,0.00,0.30
0.00,0.30,0.00,0.30
0.00,0.30,0.00,0.30
0.00,0.30,0.00,0.30
0.00,0.30,0.00,0.29
